copyid,condition,price,signed,dustjacket,binding,description
30669677244,Good,US$ 5.99,0,0,hardcover,"A copy that has been read, but remains in clean condition. All pages are intact, and the cover is intact. The spine may show signs of wear. Pages can include limited notes and highlighting, and the copy can include previous owner inscriptions. An ex-library book and may have standard library stamps and/or stickers. At ThriftBooks, our motto is: Read More, Spend Less."
30137587145,0,US$ 29.00,0,0,0,very good - fine a reading crease.
30412609752,0,US$ 16.25,0,0,0,"Documentas, Hellerup 2008. 1. udgave, 1. oplag. Illustreret i s/h. 214 sider. Illustreret i s/h. Orig. hell�rredsbind med smudsomslag. Prism�rke p� bagside. Smudsomslagets ryg bleget."
30706825067,Very Good,US$ 30.42,0,0,paperback,"A copy that has been read, but remains in excellent condition. Pages are intact and are not marred by notes or highlighting, but may contain a neat previous owner name. The spine remains undamaged. At ThriftBooks, our motto is: Read More, Spend Less."
210090564,Very Good,US$ 10.00,0,No Jacket,decorative cloth,"192 pp. Illustrated. Pictorial end papers. Some wear to lower board corners, spot on rear cover, very minor wear to head and foot of spine. Size: 8.25 x 5.5 Inches."
30615893456,Good,US$ 6.28,0,0,hardcover,"A copy that has been read, but remains in clean condition. All pages are intact, and the cover is intact. The spine may show signs of wear. Pages can include limited notes and highlighting, and the copy can include previous owner inscriptions. An ex-library book and may have standard library stamps and/or stickers. At ThriftBooks, our motto is: Read More, Spend Less."
30712109827,Fine,US$ 14.39,0,0,paperback,
1038934643,NF/VG,US$ 6.00,0,0,hardcover,177 pp.
30656518093,Good,US$ 1.99,0,Dust Jacket Included,hardcover,"Paperback This item shows wear from consistent use but remains in good readable condition. It may have marks on or in it, and may show other signs of previous use or shelf wear. May have minor creases or signs of wear on dust jacket. Packed with care, shipped promptly."
30310713848,Good,US$ 3.50,0,0,paperback,Cover price 50 cents. This copy is in Good Plus condition for its age.
30699487840,VERY GOOD,US$ 3.69,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30601365524,Good,US$ 2.50,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
925276539,0,US$ 22.95,0,0,hardcover,"Very Good/No Jacket (27458) No Jacket--as Issued. Hardcover, very good condition, w. ltly rubbed brds, a few lt marks. V. lt stain on fr.V. lt tanning nr sp. Ltly tanned p. edges, v. ltly bowed brds. Cln, tight, unmarked. Many uncut pp. In slipcase, ltly rubbee, ltly bumped corners. Part of top piece, gone, plus tear. Sm tear at base. 54."
30747383657,GOOD,US$ 3.80,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30289735825,nice tight clean copy,US$ 15.00,0,0,cloth,By the Keeper of the Great Egyptian collection of the British Museum from 1894 to 1924.
22844622511,G +,US$ 2.00,0,0,0,Digest/Croner crease lower right.
4554975104,Good,US$ 7.00,0,No Jacket As Issued,paperback,"First edition / Second printing. Good, Slight over-all darkening to covers, crease line at upper right corner of front cover, pen notes on table of contents pages. 15 x 23cm. soft cover. 178pp."
3582833122,Fair,US$ 2.50,0,No Jacket,paperback,"Other Worlds July, 1953, Palmer, Raymond A. and Mahaffey, Beatrice (editors), Clark Publishing Company, Evanston, Illinois, 1953, 162p, trade pb, covers bumped/scuffed/chipped/creased/chipped/vendor s marks front cover, clean text, solid binding, front cover hinge very weak---2.50."
30532341700,Bon �tat,US$ 12.07,0,0,broch�,"in-12 127 pp. Couverture d�fra�chie, frott�e. Langue : Fran�ais Nb de volumes : 1."
30030306233,Good,US$ 25.00,0,No Jacket,paperback,"Planet Stories pulp magazine for Summer 1954, Vol. 6, No. 11. Good condition."
17355172575,Good,US$ 6.99,0,0,0,.
30717708877,Good,US$ 4.40,0,0,paperback,The book has been read but remains in clean condition. All pages are intact and the cover is intact. Some minor wear to the spine.
30647183032,Good,US$ 6.81,0,0,paperback,"A copy that has been read, but remains in clean condition. All pages are intact, and the cover is intact. The spine may show signs of wear. Pages can include limited notes and highlighting, and the copy can include previous owner inscriptions. At ThriftBooks, our motto is: Read More, Spend Less."
30697851238,VERY GOOD,US$ 3.69,0,0,hardcover,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
12635135935,Very Good,US$ 12.00,0,NO DJ,paperback,Very minor soil on cover. Bottom corner front and back has a slight bend otherwise book is very clean and sound.
30750384119,GOOD,US$ 5.68,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30618063860,Near Fine,US$ 12.00,0,0,paperback,"Near fine first paperback printing. Avon # S-130. Clean, square, tight. No tears, creases or internal markings. Minor wear to the extremities and slight age toning to spine."
30697357686,GOOD,US$ 3.80,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30652727595,Acceptable,0,0,0,hardcover,0
30713532211,VERY GOOD,US$ 3.98,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
13133944231,Fair,US$ 1.00,0,0,hardcover,[ No Hassle 30 Day Returns ][ Ships Daily ] [ Underlining/Highlighting: NONE ] [ Writing: NONE ] [ Torn pages: YES ] [ Edition: First Edition ] Torn on dust cover. Publisher: Running Press Kids Pub Date: 7/29/2003 Binding: Hardcover Pages: 56 First Edition.
30469533303,VERY GOOD,US$ 3.51,0,0,hardcover,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
12383527605,Good,US$ 2.00,0,0,0,22ND PRINTING JANUARY 1984. 0-425-07315-7. COVER HAS SOME CREASING AND SURFACE WEAR. 250 PAGE TEXT HAS LIGHT WEAR WITH EDGE WEAR ON ONE PAGE. MYSTERY. 4.25'' X 7''. WE USE BUBBLE MAILERS.
22621483628,Very Good,US$ 26.00,No Signature,No Dustjacket,paperback,"ISBN . B0007DEYBG Trade Paperback; staple bound; 32 pages. No statement of later printing on copyright page. Very slight wear to corners and edges; otherwise tight, sound and unmarked in Very Good to Near Fine condition."
30171678367,Fine,US$ 10.00,0,VG+,hardcover,
30335454061,VG-,US$ 3.25,0,0,paperback,"224 pages, map in text. The first fantasy in the saga of Jandar, Alien in the land of a thousand foes. Solid, unmarked copy with spine cock, pages are lightly age-toned, green page edge staining is bright, reading crease on both covers and spine, two small color flakes on front cover, crease which doesn't break paper across middle of back cover, some edge wear."
30704990085,GOOD,US$ 4.27,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30551323570,Good -,US$ 2.99,0,0,paperback,Cover price 50 cents.
30366598171,Good,US$ 16.00,0,Poor,hardcover,"Very good in poor dustjacket,1st.book club edition of this excellent novel,must have for any sci-fi buff,100% refund,T231."
11740198847,Near Fine,US$ 1.50,0,0,paperback,"Square and tight. Almost no wear. Cover art by Rick Sternbach suggested by ""Mistaken for Granted"". Serial: Part One (of 2) of ""The Ginger Star"" by Leigh Brackett. Novella: ""Mistaken for Granted"" by Hal Clement. Short Stories: ""If Ever I Should Leave You"" by Pamela Sargent, ""Eye of the Storm"" by Norman Spinrad, ""Transplant"" by Christopher Priest, and ""Continuous Performance"" by Gordon Eklund. Feature: Reading Room by Lester del Rey."
30740124131,Very Good,US$ 4.55,0,0,0,Great condition for a used book! Minimal wear.
30212007230,LIKE NEW,US$ 3.51,0,0,paperback,"Like new, very light shelf wear."
10888942515,Near Fine,US$ 2.00,0,0,paperback,"Light wear to spine tips; tanned pages; bright cover. Edited by Frederik Pohl. Cover by Morrow for ""The Iron Thorn"" (pt. 1 of 4) by Algis Budrys. Includes ""A Hair Perhaps"" (novelette) by J. F. Bone; ""The Scared Starship"" (novelette) by D. M. Melton; ""On the Shallow Seas"" (novelette) by Robert Mason; ""Snow White and the Giants"" (pt. 4 of 4) by J. T. McIntosh; ""By the Seawall"" by Robert Silverberg; ""The Impersonators"" by C. C. MacApp. Features: ""Editorial: H. G. Wells Plus 100""; ""-Still More Fandoms"" by Lin Carter; ""Hue and Cry"". Illustrated by Morrow, Bode, Nodel, Burns, and Gaughan."
